Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Building Permit,DPIE,3135753,2021,DPIE EC,3135753 Atlantic Power and Light,4437 LEHIGH,COLLEGE PARK,20740,February 23 2021,0,"4437 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135520,2021,DPIE ER,3135520 Premium Construction Service Inc.,9719 48TH,COLLEGE PARK,20740,February 23 2021,0,"9719 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134343,2021,R,cantalice FENCE,7315 BAYLOR,COLLEGE PARK,20740,February 23 2021,"11,000","7315 BAYLOR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130452,2021,UO,"MCDONALDS USA, LLC U&O",8301 BALTIMORE,COLLEGE PARK,20740,February 24 2021,0,"8301 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135962,2021,DPIE Online MECC,3135962,4622 COLLEGE,COLLEGE PARK,20740,February 24 2021,"14,000","4622 COLLEGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135034,2021,DPIE EC,3135034 Decisive Communications INC,8808 BALTIMORE,COLLEGE PARK,20740,February 25 2021,0,"8808 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136092,2021,DPIE ER,3136092 Absolute systems engineering llc,7330 BAYLOR,COLLEGE PARK,20740,February 25 2021,0,"7330 BAYLOR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132537,2021,R,Rigoberto SOLAR PANELS,9723 52ND,COLLEGE PARK,20740,February 25 2021,"26,050","9723 52ND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135035,2021,DPIE EC,3135035 Decisive Communications INC,8300 BALTIMORE,COLLEGE PARK,20740,February 25 2021,0,"8300 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3111985,2020,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,CUPPA TEA,8700 BALTIMORE,COLLEGE PARK,20740,February 25 2021,0,"8700 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136320,2021,DPIE ER,3136320 sinh ha general contractor,4717 TECUMSEH,COLLEGE PARK,20740,February 26 2021,0,"4717 TECUMSEH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132302,2021,UTZ,FOUR THOUSAND FOUR BRANCH AVE TEMP.FENCE,4710 BRANCHVILLE,COLLEGE PARK,20740,February 26 2021,"15,000","4710 BRANCHVILLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133177,2020,RG,MASATI DECK/PATIO,3502 DE PAUW,COLLEGE PARK,20740,February 26 2021,0,"3502 DE PAUW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135431,2021,DPIE MECW,6201 GREENBELT RD LLC MECH,6201 GREENBELT,COLLEGE PARK,20740,February 26 2021,0,"6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136510,2021,DPIE EC,"3136510 M.R. Electricians, Inc.",6201 GREENBELT,COLLEGE PARK,20740,March 01 2021,0,"6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136460,2021,DPIE Online MECC,3136460,4300 RIVER,COLLEGE PARK,20740,March 01 2021,"5,000","4300 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112083,2020,DPIE CG,METROPOLITAN AT COLLEGE PARK HOMEOWNERS ASSOCIATION INC STREET LIGHT BASES,4793 CHEROKEE,COLLEGE PARK,20740,March 01 2021,"76,300","4793 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135491,2021,R,ANSTINE ROOF,5205 KENESAW,COLLEGE PARK,20740,March 01 2021,"6,225","5205 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136634,2021,DPIE Online MECC,3136634,5020 EDGEWOOD,COLLEGE PARK,20740,March 01 2021,"1,350","5020 EDGEWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135337,2021,UO,SSC MARYLAND APARTMENTS LLC U&O,8204 BALTIMORE,COLLEGE PARK,20740,March 02 2021,0,"8204 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136793,2021,DPIE Online MECC,3136793,6107 GREENBELT,COLLEGE PARK,20740,March 02 2021,"30,000","6107 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136821,2020,DPIE EC,"3113635 Induction Electric,LLC",7511 PRINCETON,COLLEGE PARK,20740,March 02 2021,0,"7511 PRINCETON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135339,2021,UO,SSC MARYLAND APARTMENTS LLC U&O,8300 BALTIMORE,COLLEGE PARK,20740,March 02 2021,0,"8300 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136864,2021,DPIE ER,3136864 Clear Communications INC.,9209 WOFFORD,COLLEGE PARK,20740,March 02 2021,0,"9209 WOFFORD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128014,2021,UO,WESTCHESTER TOWER APARTMENTS LLC U&O,6200 WESTCHESTER PARK,COLLEGE PARK,20740,March 03 2021,0,"6200 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136977,2020,DPIE ER,3115687 JCJ ELECTRIC LLC,9302 51ST,COLLEGE PARK,20740,March 03 2021,0,"9302 51ST COLLEGE PARK,MD 20740"
Health Permit,DPIE,3136815,2015,FOOD SERVICE FACILITY -> NON PROFIT,COLLEGE PARK MOOSE LODGE #453,3700 METZEROTT,COLLEGE PARK,20740,March 04 2021,0,"3700 METZEROTT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137058,2021,DPIE EC,"3136510 M.R. Electricians, Inc.",6201 GREENBELT,COLLEGE PARK,20740,March 04 2021,0,"6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137413,2021,DPIE Online MECC,3137413,3614 MARLBROUGH,COLLEGE PARK,20740,March 05 2021,"5,200","3614 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136786,2021,DPIE Online MECC,3136786,4439 LEHIGH,COLLEGE PARK,20740,March 05 2021,"13,704","4439 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130904,2021,FIR,COLLEGE PARK CITY OF SPRINKLERS,7401 BALTIMORE,COLLEGE PARK,20740,March 08 2021,"10,000","7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137760,2021,DPIE ER,"3137760 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",4713 HOLLYWOOD,COLLEGE PARK,20740,March 08 2021,0,"4713 HOLLYWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3117250,2020,S,MCDONALD'S WALL SIGN,8301 BALTIMORE,COLLEGE PARK,20740,March 09 2021,"2,500","8301 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133637,2021,SG,7-ELEVEN GROUND SIGN,8900 EDMONSTON,COLLEGE PARK,20740,March 09 2021,"2,000","8900 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135971,2021,UO,NIMEL MENTAL HEALTH LLC U&O,6215 GREENBELT,COLLEGE PARK,20740,March 09 2021,0,"6215 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137959,2021,DPIE ER,3137959 national electrical service LLC,8509 60TH,COLLEGE PARK,20740,March 09 2021,0,"8509 60TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138286,2021,DPIE EC,3138286 L&C ELECTRIC INC.,9322 BALTIMORE,COLLEGE PARK,20740,March 10 2021,0,"9322 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133636,2021,S,7-Eleven SIGN,8900 EDMONSTON,COLLEGE PARK,20740,March 10 2021,"2,000","8900 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3116106,2020,POF,MA NEW SFD- CARUSO HOMES - STANFORD - POF#1207,6003 PONTIAC,COLLEGE PARK,20740,March 11 2021,"250,000","6003 PONTIAC COLLEGE PARK,MD 20740"
Building Permit,DPIE,3118255,2020,FIR,City of College Park FIRE ALARM,7401 BALTIMORE,COLLEGE PARK,20740,March 15 2021,"84,500","7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133408,2021,UO,CHICKEN LA ROCK - U&O RESTAURANT,7313 BALTIMORE,COLLEGE PARK,20740,March 15 2021,0,"7313 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138910,2021,DPIE Online MECC,3138910,8514 EDMONSTON,COLLEGE PARK,20740,March 15 2021,"20,000","8514 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138899,2021,DPIE ER,"3138899 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",8514 EDMONSTON,COLLEGE PARK,20740,March 15 2021,0,"8514 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138917,2021,DPIE EC,3138917 Velex Inc.,8204 BALTIMORE,COLLEGE PARK,20740,March 15 2021,0,"8204 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139262,2021,DPIE EC,3139262 Campbell & Son Electric,8900 EDMONSTON,COLLEGE PARK,20740,March 16 2021,0,"8900 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134495,2021,R,QI FENCE,4705 HOWARD,COLLEGE PARK,20740,March 16 2021,"5,000","4705 HOWARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139491,2021,DPIE Online MECC,3139491,9209 WOFFORD,COLLEGE PARK,20740,March 17 2021,"3,930","9209 WOFFORD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137078,2021,R,PICHARDO FENCE,5018 STEWART,COLLEGE PARK,20740,March 17 2021,"6,000","5018 STEWART COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136881,2020,DPIE EC,"3120916 Induction Electric,LLC",7511 PRINCETON,COLLEGE PARK,20740,March 18 2021,0,"7511 PRINCETON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139932,2020,DPIE ER,3115687 JCJ ELECTRIC LLC,9302 51ST,COLLEGE PARK,20740,March 19 2021,0,"9302 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138356,2021,R,SAGASTUME Roof Solar panels,5205 PADUCAH,COLLEGE PARK,20740,March 19 2021,"16,632","5205 PADUCAH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139881,2021,DPIE EC,3139881 Vivint Solar Developers LLC,5205 PADUCAH,COLLEGE PARK,20740,March 19 2021,0,"5205 PADUCAH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140062,2021,DPIE ER,3140062 HIGH QUALITY ELECTRIC LLC,9631 52ND,COLLEGE PARK,20740,March 20 2021,0,"9631 52ND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3137921,2021,UO,SABAWAN INC. 7-ELEVEN,4921 EDGEWOOD,COLLEGE PARK,20740,March 23 2021,0,"4921 EDGEWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140451,2021,DPIE ER,3140451 HIGHER POWER ELECTRIC,8720 EDMONSTON,COLLEGE PARK,20740,March 23 2021,0,"8720 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140422,2021,DPIE Online MECC,3140422,4813 NANTUCKET,COLLEGE PARK,20740,March 23 2021,"7,000","4813 NANTUCKET COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140416,2021,DPIE Online MECC,3140416,7406 DARTMOUTH,COLLEGE PARK,20740,March 23 2021,"7,000","7406 DARTMOUTH COLLEGE PARK,MD 20740"
Health Permit,DPIE,3140277,2018,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,THE RAIL,7313 BALTIMORE,COLLEGE PARK,20740,March 24 2021,0,"7313 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140676,2021,DPIE Online MECC,3140676,5205 KENESAW,COLLEGE PARK,20740,March 24 2021,"4,061","5205 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140738,2021,DPIE EC,3140738 Sunstar Electrical LLC,9219 51ST,COLLEGE PARK,20740,March 24 2021,0,"9219 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112530,2020,UO,TIENDA YARIS LLC - U&O,7125 BALTIMORE,COLLEGE PARK,20740,March 24 2021,0,"7125 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140649,2021,DPIE ER,3140649 H.H.S. Electric LLC,6022 OSAGE,COLLEGE PARK,20740,March 24 2021,0,"6022 OSAGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138204,2021,R,ROHRER - FENCE,8413 PATUXENT,COLLEGE PARK,20740,March 24 2021,"10,000","8413 PATUXENT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140806,2021,DPIE Online MECC,3140806,7313 BALTIMORE,COLLEGE PARK,20740,March 24 2021,"20,480","7313 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140641,2021,DPIE ER,3140641 Clear Communications INC.,9209 WOFFORD,COLLEGE PARK,20740,March 24 2021,0,"9209 WOFFORD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3136918,2021,R,REESE - FENCE,9723 51ST,COLLEGE PARK,20740,March 24 2021,"6,670","9723 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139273,2021,FIR,TERRAPIN MAIN STREET LLC SUPP SYS,7313 BALTIMORE,COLLEGE PARK,20740,March 25 2021,"5,860","7313 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3140171,2021,RESIDENTIAL DRIVEWAY PERMIT,HOLLYWOOD,5127 LACKAWANNA,COLLEGE PARK,20740,March 25 2021,0,"5127 LACKAWANNA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140886,2021,DPIE EC,"3140886 James L. Muscatello, Inc.",4793 CHEROKEE,COLLEGE PARK,20740,March 25 2021,0,"4793 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130476,2021,FIR,ALPHA GAMMA RHO - FIRE ALARM SYS ***HISTORIC SITE***,7511 PRINCETON,COLLEGE PARK,20740,March 25 2021,"6,000","7511 PRINCETON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3140882,2021,DPIE ER,"3140882 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,March 25 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141231,2021,DPIE Online MECC,3141231,5010 APACHE,COLLEGE PARK,20740,March 26 2021,"5,010","5010 APACHE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141207,2021,DPIE ER,"3141207 Holt Electrical Contractors, Inc",5926 BERWYN,COLLEGE PARK,20740,March 26 2021,0,"5926 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141132,2021,DPIE Online MECC,3141132,6808 DARTMOUTH,COLLEGE PARK,20740,March 26 2021,"18,000","6808 DARTMOUTH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135320,2021,R,RUFFINI - INTERIOR RENOVATION,5703 NEVADA,COLLEGE PARK,20740,March 29 2021,"75,000","5703 NEVADA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141375,2021,DPIE ER,"3141375 Tri-State Communications, Inc",5010 GERONIMO,COLLEGE PARK,20740,March 29 2021,0,"5010 GERONIMO COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141354,2021,DPIE Online MECC,3141354,5010 GERONIMO,COLLEGE PARK,20740,March 29 2021,"7,290","5010 GERONIMO COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141349,2020,DPIE MECW,COLLEGE PARK CITY OF MECH,7401 BALTIMORE,COLLEGE PARK,20740,March 29 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141753,2021,DPIE ER,3141753 Skiratko Electric,9220 LIMESTONE,COLLEGE PARK,20740,March 30 2021,0,"9220 LIMESTONE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141765,2021,DPIE ER,3141765 Jerome Youngs Electrical,5902 OSAGE,COLLEGE PARK,20740,March 30 2021,0,"5902 OSAGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141523,2021,DPIE ER,"3141523 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,March 30 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131132,2021,DPIE Online MECC,3131132,5903 SEMINOLE,COLLEGE PARK,20740,March 30 2021,"1,200","5903 SEMINOLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141956,2021,DPIE ER,3140649 H.H.S. Electric LLC,6022 OSAGE,COLLEGE PARK,20740,March 31 2021,0,"6022 OSAGE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3141916,2015,FOOD SERVICE FACILITY -> NON PROFIT,KNIGHTS OF COLUMBUS,9450 CHERRY HILL,COLLEGE PARK,20740,March 31 2021,0,"9450 CHERRY HILL COLLEGE PARK,MD 20740"
Health Permit,DPIE,3141913,2015,FOOD SERVICE FACILITY -> NON PROFIT,KNIGHTS OF COLUMBUS POOL SNACK BAR,9450 CHERRY HILL,COLLEGE PARK,20740,March 31 2021,0,"9450 CHERRY HILL COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141879,2021,DPIE Online MECC,3141879,9418 RHODE ISLAND,COLLEGE PARK,20740,March 31 2021,"4,180","9418 RHODE ISLAND COLLEGE PARK,MD 20740"
Health Permit,DPIE,3135231,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,AROY THAI RESTAURANT,4511 COLLEGE,COLLEGE PARK,20740,April 01 2021,0,"4511 COLLEGE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3148216,2015,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,CASEYS COFFEE,3711 CAMPUS,COLLEGE PARK,20740,April 01 2021,0,"3711 CAMPUS COLLEGE PARK,MD 20740"
Health Permit,DPIE,3159163,2020,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,PIZZA HUT,9015 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"9015 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132601,2021,RGU,Kylis ADDITION,4603 AMHERST,COLLEGE PARK,20740,April 01 2021,"54,340","4603 AMHERST COLLEGE PARK,MD 20740"
Health Permit,DPIE,3142191,2016,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,TOWN HALL RESTAURANT,8135 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"8135 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142035,2021,DPIE Online MECC,3142035,8308 49TH,COLLEGE PARK,20740,April 01 2021,"5,800","8308 49TH COLLEGE PARK,MD 20740"
Health Permit,DPIE,3134308,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,DENNY'S RESTAURANT,8424 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"8424 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3142885,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,KFC-KO71141,6101 GREENBELT,COLLEGE PARK,20740,April 01 2021,0,"6101 GREENBELT COLLEGE PARK,MD 20740"
Health Permit,DPIE,3137939,2019,FOOD SERVICE FACILITY -> LOW HACCP PRIORITY,Lidl,8601 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"8601 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3130580,2021,FOOD SERVICE FACILITY -> LOW HACCP PRIORITY,TOBACCO KING,9213 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"9213 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142172,2021,DPIE Online MECC,3142172,6003 PONTIAC,COLLEGE PARK,20740,April 01 2021,"3,700","6003 PONTIAC COLLEGE PARK,MD 20740"
Health Permit,DPIE,3134535,2019,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,UMCP - BREAKPOINT CAFE (IRIBE BUILDING),8125 Paint Branch,College Park,20742,April 01 2021,0,"8125 Paint Branch College Park,MD 20742"
Health Permit,DPIE,3139390,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,CHIPOTLE MEXICAN GRILL,10250 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"10250 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142105,2021,DPIE ER,3142105 Sansbury Electric,9708 51ST,COLLEGE PARK,20740,April 01 2021,0,"9708 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142283,2021,DPIE Online MECC,3142283,9237 LIMESTONE,COLLEGE PARK,20740,April 01 2021,750,"9237 LIMESTONE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3136076,2017,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,MOOSE CREEK STEAKHOUSE,10000 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"10000 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3145990,2018,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,VIGILANTE COFFEE,8200 BALTIMORE,COLLEGE PARK,20740,April 01 2021,0,"8200 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142441,2021,DPIE ER,3136320 sinh ha general contractor,4717 TECUMSEH,COLLEGE PARK,20740,April 02 2021,0,"4717 TECUMSEH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127972,2020,CE,WESTCHESTER TOWER APARTMENTS LLC CHILLERS **SPECIAL PROJECTS**,6200 WESTCHESTER PARK,COLLEGE PARK,20740,April 02 2021,"1,149,800","6200 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142689,2021,DPIE Online MECC,3142689,8720 EDMONSTON,COLLEGE PARK,20740,April 05 2021,"2,000","8720 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3115657,2020,UO,Monument Village Apartments U&O,9122 BALTIMORE,COLLEGE PARK,20740,April 05 2021,0,"9122 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142556,2021,DPIE ER,"3142556 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",4713 HOLLYWOOD,COLLEGE PARK,20740,April 05 2021,0,"4713 HOLLYWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3141218,2021,R,CLARKE ROOF REPAIR,4506 BEECHWOOD,COLLEGE PARK,20740,April 05 2021,"9,625","4506 BEECHWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142764,2021,DPIE ER,3142764 jr electrical contractors,10104 51ST,COLLEGE PARK,20740,April 05 2021,0,"10104 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3122614,2020,R,SLIGH REPLACING RAILING,4812 ERIE,COLLEGE PARK,20740,April 05 2021,600,"4812 ERIE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3142605,2021,DPIE ER,3142605 Leo Electric,6214 WESTCHESTER PARK,COLLEGE PARK,20740,April 05 2021,0,"6214 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3121848,2020,RG,SAID DECK REPAIRS/EGRESS WINDOWS REPLACEMENT,5015 GERONIMO,COLLEGE PARK,20740,April 06 2021,"5,000","5015 GERONIMO COLLEGE PARK,MD 20740"
Health Permit,DPIE,3142437,2016,PUBLIC SWIMMING POOL/SPA -> OUTDOOR POOL/SPA,CHERRY HILL PARK SPLASH PARK,9800 CHERRY HILL,COLLEGE PARK,20740,April 07 2021,0,"9800 CHERRY HILL COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143257,2021,DPIE EC,3133461 Leo Electric,5125 BERWYN,COLLEGE PARK,20740,April 07 2021,0,"5125 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134499,2021,CI,SOUTHGATE CTR AT CLG PRK LMT PTSP FIRE DAMAGE,4437 LEHIGH,COLLEGE PARK,20740,April 07 2021,"35,000","4437 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143503,2021,DPIE ER,"3143503 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143494,2021,DPIE ER,"3143494 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143509,2021,DPIE ER,"3143509 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143581,2021,DPIE ER,3143581 J&J Electrical Works inc.,5803 RUATAN,COLLEGE PARK,20740,April 08 2021,0,"5803 RUATAN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143502,2021,DPIE ER,"3143502 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143500,2021,DPIE ER,"3143500 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143558,2021,DPIE EC,3143558 PCM Electric,9801 RHODE ISLAND,COLLEGE PARK,20740,April 08 2021,0,"9801 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143504,2021,DPIE ER,"3143504 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143505,2021,DPIE ER,"3143505 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143584,2021,DPIE ER,3143584 VG Electric LLC,4714 HOWARD,COLLEGE PARK,20740,April 08 2021,0,"4714 HOWARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143496,2021,DPIE ER,"3143496 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3138719,2021,DPIE ER,"3138719 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143498,2021,DPIE ER,"3143498 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143507,2021,DPIE ER,"3143507 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143497,2021,DPIE ER,"3143497 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143508,2021,DPIE ER,"3143508 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143495,2021,DPIE ER,"3143495 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143501,2021,DPIE ER,"3143501 Edison Electric Co., Inc",8125 48TH,COLLEGE PARK,20740,April 08 2021,0,"8125 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139288,2021,FIR,CITY OF COLLEGE PARK - FIRE ALARM,7401 BALTIMORE,COLLEGE PARK,20740,April 08 2021,"16,680","7401 BALTIMORE COLLEGE PARK,MD 20740"
